subject,Coherence (%),Correct (1) / Incorrect (0),RT (s)
77704,40,1,0.35
77704,0,0,0.97
77704,0,1,0.572
77704,0,1,0.535
77704,10,1,0.72
77704,40,0,0.735
77704,40,1,0.505
77704,5,1,1.017
77704,5,0,0.904
77704,10,0,0.67
77704,5,1,1.199
77704,5,1,0.75
77704,40,0,1.149
77704,0,0,0.484
77704,40,0,0.618
77704,5,1,0.485
77704,5,0,0.884
77704,5,0,0.736
77704,5,0,0.449
77704,5,0,0.85
77704,5,1,0.637
77704,5,0,0.904
77704,10,1,0.439
77704,0,1,0.535
77704,10,0,0.985
77704,5,0,0.419
77704,0,0,0.438
77704,0,1,0.403
77704,10,0,1.118
77704,10,0,0.371
77704,5,1,0.369
77704,5,0,0.917
77704,40,0,0.438
77704,0,0,1.252
77704,0,1,1.103
77704,10,1,0.867
77704,10,0,1.037
77704,40,1,0.735
77704,10,0,0.654
77704,5,1,0.484
77704,10,1,0.985
77704,5,0,0.848
77704,0,0,0.602
77704,0,1,0.351
77704,10,1,0.684
77704,0,1,1.052
77704,40,1,0.985
77704,5,0,0.802
77704,40,0,0.485
77704,0,0,0.485
77704,0,1,1.002
77704,5,1,1.348
77704,10,1,0.82
77704,40,1,0.902
77704,10,1,1.241
77704,40,1,1.085
77704,10,1,1.005
77704,10,0,0.653
77704,0,1,0.438
77704,0,1,1.119
77704,10,1,0.837
77704,40,0,1.185
77704,5,0,0.736
77704,10,1,0.538
77704,10,0,0.771
77704,10,0,0.336
77704,10,1,0.535
77704,5,1,0.586
77704,10,1,1.118
77704,40,1,1.202
77704,40,1,1.485
77704,0,1,0.59
77704,0,1,0.736
77704,10,1,1.053
77704,0,0,0.923
77704,0,0,0.369
77704,0,0,0.372
77704,40,1,0.32
77704,5,1,0.587
77704,0,1,1.037
77704,10,0,1.685
77704,10,1,0.504
77704,40,0,0.853
77704,40,0,0.485
77704,40,1,0.751
77704,40,1,0.853
77704,40,1,0.838
77704,40,1,0.704
77704,0,1,0.619
77704,5,1,0.669
77704,0,1,0.638
77704,5,1,0.721
77704,40,1,0.751
77704,0,1,0.712
77704,40,1,0.787
77704,5,1,0.582
77704,0,1,1.415
77704,10,0,1.103
77704,0,0,0.503
77704,10,1,0.468
77704,10,1,0.535
77704,0,0,0.542
77704,10,0,0.537
77704,40,0,0.684
77704,0,1,1.104
77704,0,0,1.068
77704,0,1,0.786
77704,40,1,0.572
77704,10,1,0.521
77704,5,0,0.684
77704,0,0,0.72
77704,40,1,0.654
77704,0,1,1.584
77704,10,1,0.787
77704,10,1,0.788
77704,40,1,0.967
77704,0,1,1.035
77704,40,1,0.984
77704,0,1,0.868
77704,40,1,0.837
77704,40,1,0.639
77704,0,0,0.837
77704,0,0,0.935
77704,10,1,0.852
77704,0,0,0.499
77704,10,1,0.418
77704,5,0,0.846
77704,0,0,1.188
77704,40,0,0.506
77704,5,1,0.417
77704,10,1,0.791
77704,40,1,1.316
77704,0,0,1.771
77704,5,1,0.702
77704,40,1,0.884
77704,40,0,1.2
77704,5,1,0.455
77704,0,1,0.885
77704,10,0,3.154
77704,0,1,0.334
77704,5,0,0.868
77704,40,1,0.569
77704,0,0,1.17
77704,40,1,0.585
77704,5,0,1.068
77704,40,1,0.881
77704,5,1,0.818
77704,10,1,1.17
77704,5,1,1.084
77704,40,1,0.653
77704,10,1,0.684
77704,40,1,0.704
77704,0,1,0.535
77704,0,0,0.617
77704,10,1,0.718
77704,5,1,0.884
77704,40,1,0.735
77704,10,0,1.036
77704,0,1,0.403
77704,5,1,1.001
77704,0,1,2.266
77704,40,0,0.704
77704,0,1,0.936
77704,10,0,0.468
77704,5,1,0.32
77704,5,0,0.484
77704,0,1,0.617
77704,10,0,1.599
77704,0,0,0.418
77704,10,1,0.388
77704,5,1,1.037
77704,5,0,0.771
77704,5,0,0.57
77704,0,1,0.512
77704,40,1,0.884
77704,0,0,0.935
77704,0,0,1.067
77704,40,0,0.388
77704,5,0,2.294
77704,0,1,1.035
77704,0,1,1.252
77704,5,1,0.453
77704,10,0,0.552
77704,0,1,0.335
77704,10,0,0.685
77704,5,0,0.286
77704,40,1,0.387
77704,0,1,0.852
77704,40,1,0.717
77704,0,0,0.869
77704,0,0,0.469
77704,40,1,1.15
77704,10,1,1.017
77704,5,1,1.253
77704,40,0,0.802
77704,0,1,0.668
77704,40,1,1.001
77704,40,0,0.95
77704,0,0,0.77
77704,40,0,0.37
77704,10,0,1.217
77704,40,0,0.354
77704,40,1,0.387
77704,0,1,1.666
77704,10,1,1.287
77704,0,0,0.771
77704,5,0,0.684
77704,5,1,0.454
77704,0,1,0.986
77704,40,1,0.771
77704,0,0,0.72
77704,5,1,0.837
77704,5,0,1.035
77704,5,1,0.952
77704,0,0,0.884
77704,0,1,0.838
77704,40,1,0.97
77704,0,0,0.716
77704,10,1,0.736
77704,0,1,0.986
77704,40,1,0.618
77704,0,1,0.853
77704,0,1,0.637
77704,10,1,0.72
77704,0,1,0.786
77704,40,1,0.817
77704,5,0,1.083
77704,0,1,0.904
77704,10,1,0.771
77704,0,1,0.774
77704,5,0,0.852
77704,10,0,0.72
77704,40,1,0.618
77704,10,0,0.801
77704,0,0,0.551
77704,40,1,0.52
77704,40,1,1.15
77704,40,1,0.767
77704,40,1,1.002
77704,5,0,0.653
77704,10,1,0.453
77704,5,1,0.72
77704,40,1,0.885
77704,5,1,1.169
77704,40,1,0.75
77704,0,1,0.786
77704,10,1,0.837
77704,5,1,0.919
77704,10,0,1.017
77704,5,1,0.386
77704,10,1,0.574
77704,40,1,0.717
77704,0,1,0.735
77704,40,1,1.018
77704,5,0,1.44
77704,10,0,0.402
77704,40,1,0.267
77704,5,0,0.535
77704,40,0,0.32
77704,0,0,0.579
77704,10,0,0.652
77704,40,0,0.485
77704,10,0,1.051
77704,40,0,0.587
77704,10,1,1.534
77704,5,0,0.788
77704,0,1,0.602
77704,40,0,1.784
77704,40,1,0.403
77704,5,1,0.951
77704,40,1,0.853
77704,10,1,0.986
77704,40,1,0.685
77704,40,1,0.705
77704,10,0,1.565
77704,10,0,0.536
77704,40,1,1.212
77704,0,0,1.312
77704,10,1,0.484
77704,40,1,0.816
77704,0,1,0.644
77704,10,1,0.785
77704,10,1,0.52
77704,40,1,0.504
77704,5,1,0.719
77704,40,1,0.704
77704,10,0,0.58
77704,10,1,0.371
77704,10,0,0.572
77704,0,1,0.387
77704,5,1,0.752
77704,40,1,0.708
77704,40,1,0.721
77704,40,1,0.637
77704,5,1,0.551
77704,10,0,0.72
77704,0,0,0.47
77704,10,1,0.586
77704,5,0,0.771
77704,40,1,0.503
77704,10,1,1.174
77704,40,1,0.618
77704,0,1,0.686
77704,0,0,0.751
77704,40,1,0.856
77704,40,0,1.201
77704,10,0,0.454
77704,40,1,0.485
77704,10,1,1.202
77704,0,0,1.067
77704,10,1,0.387
77704,40,1,0.619
77704,40,1,0.57
77704,5,1,0.935
77704,10,1,0.75
77704,40,1,0.751
77704,5,1,0.522
77704,5,1,0.818
77704,40,1,0.67
77704,0,1,0.735
77704,5,0,0.52
77704,40,0,0.534
77704,40,1,1.085
77704,5,1,0.935
77704,5,1,0.735
77704,0,0,0.801
77704,10,0,0.368
77704,10,0,0.388
77704,10,1,0.602
77704,10,0,0.669
77704,5,1,0.551
77704,40,1,0.704
77704,40,1,1.268
77704,5,1,1.15
77704,5,0,0.904
77704,5,1,0.289
77704,0,0,2.367
77704,10,0,0.469
77704,5,0,0.383
77704,5,0,0.97
77704,40,0,0.449
77704,5,0,0.515
77704,40,1,0.438
77704,5,1,0.885
77704,10,1,0.817
77704,10,0,0.986
77704,5,0,0.47
77704,5,1,0.374
77704,0,1,1.118
77704,0,0,0.87
77704,0,0,0.603
77704,5,1,1
77704,5,0,0.868
77704,0,0,0.504
77704,10,0,0.92
77704,10,1,2.331
77704,40,1,0.704
77704,5,0,0.653
77704,10,0,0.387
77704,5,0,0.454
77704,0,1,0.636
77704,40,1,0.787
77704,40,1,1.452
77704,40,1,0.951
77704,0,1,0.771
77704,5,0,0.772
77704,10,0,0.469
77704,10,0,0.454
77704,10,1,0.883
77704,0,1,0.968
77704,0,0,0.719
77704,40,1,0.403
77704,0,0,0.603
77704,0,1,1.349
77704,0,0,0.902
77704,40,1,0.684
77704,0,1,0.653
77704,10,1,1.701
77704,0,1,1.201
77704,0,1,1.433
77704,0,1,0.919
77704,10,0,0.974
77704,10,0,0.852
77704,0,0,0.586
77704,5,1,0.683
77704,10,1,1.466
77704,0,1,1.169
77704,40,0,0.854
77704,10,1,1.436
77704,0,1,0.987
77704,10,0,0.748
77704,10,1,0.667
77704,5,0,0.77
77704,40,1,0.337
77704,10,1,2.352
77704,5,1,0.935
77704,0,1,0.636
77704,5,0,0.786
77704,40,1,0.438
77704,0,1,0.587
77704,10,0,0.904
77704,5,0,0.334
77704,10,0,1.001
77704,40,1,0.335
77704,5,1,0.704
77704,10,0,1.15
77704,0,0,0.338
77704,10,0,0.568
77704,10,1,1.236
77704,5,0,0.867
77704,40,1,0.501
77704,10,1,2.1
77704,10,0,0.837
77704,10,0,0.501
77704,40,1,0.707
77704,40,1,1.237
77704,10,0,1.335
77704,0,1,0.653
77704,5,1,1.308
77704,0,0,1.046
77704,40,0,1.202
77704,5,0,0.285
77704,5,1,0.717
77704,40,1,0.803
77704,5,1,0.838
77704,5,1,0.95
77704,5,1,1.535
77704,5,0,1.502
77704,10,0,0.75
77704,5,0,0.837
77704,0,1,1.119
77704,5,0,0.92
77704,10,0,0.844
77704,10,1,0.919
77704,10,0,1.203
77704,5,1,0.844
77704,40,1,0.92
77704,5,1,1.186
77704,0,1,0.99
77704,0,0,1.016
77704,5,1,0.602
77704,0,1,1.667
77704,0,1,1.216
77704,40,1,1.151
77704,5,0,0.802
77704,0,1,0.684
77704,5,1,2.382
77704,0,0,1.069
77704,10,0,0.719
77704,40,0,0.486
77704,5,0,2.084
77704,0,0,2.62
77704,40,1,2.116
77704,5,1,1.003
77704,10,0,0.785
77704,10,1,0.818
77704,40,1,0.787
77704,0,0,1.249
77704,5,0,0.767
77704,0,1,0.618
77704,10,1,0.669
77704,5,1,1.283
77704,5,1,1.932
77704,40,0,0.92
77704,40,1,0.653
77704,5,1,1.135
77704,5,0,0.802
77704,5,1,0.77
77704,0,1,0.803
77704,5,0,1.119
77704,5,1,0.87
77704,10,0,0.918
77704,0,1,0.853
77704,5,1,0.839
77704,40,1,0.847
77704,5,0,0.884
77704,40,1,0.719
77704,0,1,0.77
77704,5,1,1.119
77704,5,1,0.719
77704,0,1,0.8
77704,0,0,0.898
77704,0,1,0.901
77704,10,1,0.869
77704,10,1,2.05
77704,40,0,1.036
77704,0,0,0.653
77704,40,1,0.736
77704,40,1,1.136
77704,10,1,1.642
77704,10,1,0.986
77704,40,1,1.083
77704,40,1,1.303
77704,40,1,0.817
77704,40,1,0.684
77704,40,1,0.752
77704,0,0,1.041
77704,5,1,1.084
77704,40,0,0.885
77704,0,0,0.984
77704,40,0,0.603
77704,5,1,1.438
77704,5,0,0.951
77704,5,1,0.653
77704,10,1,0.919
77704,5,1,0.737
77704,10,0,1.482
77704,40,1,0.617
77704,40,1,0.777
77704,5,0,0.936
77704,40,1,0.617
77704,10,0,2.482
77704,5,0,1.051
77704,10,0,0.951
77704,10,1,0.771
77704,0,0,0.869
77704,10,1,0.919
77704,0,1,1.701
77704,5,1,0.919
77704,40,1,0.719
77704,10,1,0.736
77704,5,0,0.654
77704,5,1,0.971
77704,10,1,0.934
77704,0,1,1.466
77704,5,0,0.885
77704,5,1,0.52
77704,0,0,0.651
77704,0,1,0.786
77704,10,1,1.236
77704,10,1,1.169
77704,10,0,1.218
77704,0,1,0.868
77704,10,1,1.002
77704,5,0,0.868
77704,0,0,0.403
77704,40,1,0.719
77704,5,0,0.986
77704,10,0,0.517
77704,40,1,0.484
77704,40,1,1.333
77704,40,1,0.767
77704,40,1,0.801
77704,5,0,0.603
77704,10,0,0.886
77704,40,0,0.617
77704,5,1,0.97
77704,5,1,0.719
77704,10,0,1.171
77704,5,0,0.804
77704,0,1,0.52
77704,10,1,1.175
77704,5,0,1.037
77704,40,1,1.185
77704,5,1,1.135
77704,5,1,0.787
77704,40,1,0.802
77704,0,0,1.051
77704,0,0,0.47
77704,40,1,0.854
77704,10,0,1.436
77704,10,0,0.506
77704,10,1,0.787
77704,10,1,0.736
77704,10,0,1.866
77704,5,0,0.968
77704,5,0,1.767
77704,0,1,0.504
77704,5,1,0.903
77704,10,1,1.042
77704,0,0,0.669
77704,5,0,0.72
77704,0,0,0.781
77704,10,1,0.508
77704,10,0,0.619
77704,5,1,0.669
77704,0,1,0.986
77704,5,1,1.451
77704,40,1,0.734
77704,10,0,1.518
77704,0,1,1.12
77704,10,1,0.918
77704,10,0,0.952
77704,10,0,0.601
77704,0,0,0.817
77704,40,1,0.787
77704,5,1,0.852
77704,10,1,0.751
77704,0,1,1.217
77704,5,1,0.617
77704,10,1,0.836
77704,5,1,1.069
77704,40,1,1.106
77704,40,1,0.752
77704,10,0,0.838
77704,0,1,0.603
77704,10,1,0.567
77704,0,1,0.72
77704,10,1,0.802
77704,10,1,0.735
77704,10,0,0.817
77704,40,1,0.817
77704,0,1,0.652
77704,10,1,1.037
77704,0,0,0.684
77704,5,1,0.802
77704,40,1,1.017
77704,0,1,0.645
77704,40,1,0.64
77704,40,1,0.669
77704,5,1,0.868
77704,0,1,1.003
77704,10,1,0.817
77704,40,1,0.736
77704,5,0,0.685
77704,0,1,0.92
77704,40,1,0.683
77704,10,1,0.936
77704,5,0,1.016
77704,5,1,0.434
77704,5,1,0.636
77704,5,1,1.151
77704,40,1,0.868
77704,5,0,1.702
77704,10,1,0.572
77704,10,0,0.8
77704,0,0,0.552
77704,0,1,0.817
77704,5,0,0.755
77704,10,1,0.42
77704,40,1,0.654
77704,40,1,0.884
77704,40,1,0.588
77704,10,1,0.705
77704,10,1,0.619
77704,5,1,0.787
77704,0,0,1.177
77704,40,0,0.435
77704,0,0,0.551
77704,40,0,0.636
77704,10,1,1.037
77704,10,0,0.786
77704,0,0,0.351
77704,10,1,0.377
77704,5,1,1.218
77704,40,1,0.651
77704,5,1,1.052
77704,0,1,1.034
77704,5,1,0.636
77704,5,0,0.837
77704,40,1,0.869
77704,0,0,0.569
77704,40,1,0.336
77704,5,1,0.934
77704,5,1,0.735
77704,40,1,0.684
77704,40,1,1.039
77704,10,1,0.645
77704,5,0,0.684
77704,40,1,0.837
77704,40,1,0.737
77704,10,0,1.017
77704,40,1,0.352
77704,5,0,0.515
77704,40,1,0.537
77704,10,1,0.618
77704,5,0,1.444
77704,5,0,0.986
77704,10,1,1.377
77704,5,0,1.17
77704,40,1,0.803
77704,10,0,1.818
77704,5,0,0.904
77704,5,1,1.232
77704,40,1,0.715
77704,0,1,0.986
77704,40,0,0.669
77704,5,0,0.52
77704,5,1,0.616
77704,0,0,2.816
77704,10,1,0.637
77704,0,0,0.939
77704,10,1,0.711
77704,5,1,0.802
77704,0,0,1.119
77704,0,0,0.417
77704,40,1,0.902
77704,0,1,0.837
77704,10,1,0.95
77704,5,1,1.918
77704,40,1,1.02
77704,10,1,0.87
77704,0,0,0.836
77704,5,1,0.588
77704,0,0,1.6
77704,0,1,0.551
77704,5,0,0.803
77704,40,1,1.083
77704,5,0,0.786
77704,40,1,0.702
77704,10,1,0.9
77704,0,0,0.77
77704,0,0,0.45
77704,10,1,0.935
77704,5,0,0.818
77704,0,0,0.722
77704,5,0,1.236
77704,5,0,0.387
77704,40,1,0.635
77704,40,1,0.788
77704,5,1,1.12
77704,10,1,1.268
77704,0,0,1.236
77704,10,0,0.321
77704,5,0,1.107
77704,5,1,0.802
77704,0,1,0.702
77704,0,1,1.135
77704,10,1,0.986
77704,5,0,0.75
77704,10,1,0.402
77704,5,0,0.818
77704,5,0,0.658
77704,40,1,0.418
77704,10,1,1.135
77704,10,0,0.986
77704,5,0,0.337
77704,40,1,0.418
77704,5,1,0.986
77704,0,0,0.653
77704,10,1,0.602
77704,5,0,0.685
77704,40,1,0.907
77704,0,0,0.771
77704,0,1,0.469
77704,10,0,0.97
77704,0,1,0.937
77704,10,1,0.519
77704,5,1,0.685
77704,40,1,0.618
77704,40,1,0.868
77704,10,1,0.586
77704,10,1,0.853
77704,10,1,0.736
77704,5,0,0.75
77704,10,0,0.702
77704,5,1,0.884
77704,0,0,0.919
77704,10,0,0.485
77704,40,1,1.168
77704,5,0,0.783
77704,5,0,0.485
77704,5,0,0.704
77704,10,0,0.571
77704,5,1,0.803
77704,10,1,0.735
77704,40,1,0.919
77704,5,0,1.586
77704,5,1,0.521
77704,0,1,0.72
77704,10,0,0.971
77704,5,1,0.669
77704,5,0,0.453
77704,0,0,0.437
77704,0,0,0.653
77704,0,1,0.387
77704,5,0,1.098
77704,40,1,0.703
77704,0,0,1.036
77704,40,0,0.351
77704,40,1,0.452
77704,0,1,1.617
77704,5,0,1.752
77704,40,1,0.751
77704,0,0,0.669
77704,0,1,0.72
77704,40,1,0.869
77704,10,1,1.118
77704,10,0,1.269
77704,40,1,0.736
77704,10,1,0.92
77704,10,0,1.368
77704,0,1,0.585
77704,0,1,0.768
77704,0,0,1.036
77704,10,1,0.486
77704,40,1,0.668
77704,5,1,0.903
77704,40,1,1.466
77704,10,1,1.533
77704,0,1,1.203
77704,40,1,1.083
77704,5,1,0.837
77704,40,1,0.901
77704,40,1,0.951
77704,40,1,0.935
77704,5,1,0.617
77704,10,1,0.685
77704,0,0,0.837
77704,10,1,0.637
77704,0,0,0.903
77704,40,1,0.578
77704,40,1,0.837
77704,0,1,0.551
77704,40,1,0.568
77704,5,1,0.502
77704,10,0,0.884
77704,40,0,0.321
77704,5,1,0.736
77704,0,0,0.933
77704,0,0,1.002
77704,10,1,0.668
77704,0,1,0.817
77704,10,1,1.567
77704,10,1,0.839
77704,40,1,0.869
77704,5,1,0.869
77704,40,1,0.837
77704,0,0,0.986
77704,40,1,0.719
77704,5,1,1.017
77704,0,0,1.385
77704,40,1,0.817
77704,5,1,1.051
77704,0,0,0.817
77704,40,1,0.521
77704,40,1,0.818
77704,0,1,3.698
77704,5,1,0.853
77704,10,0,0.785
77704,10,1,1.753
77704,0,1,1.185
77704,0,1,1.182
77704,40,1,1.435
77704,10,0,1.716
77704,0,1,0.751
77704,5,0,0.853
77704,10,1,0.574
77704,10,0,1.068
77704,40,1,0.735
77704,0,0,1.552
77704,40,1,0.668
77704,10,0,1.083
77704,0,0,0.618
77704,40,1,0.852
77704,0,0,0.78
77704,10,0,0.72
77704,10,1,0.505
77704,40,1,0.802
77704,0,0,0.853
77704,10,0,0.787
77704,0,0,0.836
77704,0,1,0.536
77704,5,0,1.068
77704,40,0,0.618
77704,40,1,0.718
77704,40,1,0.802
77704,10,0,1.751
77704,40,1,0.769
77704,40,1,0.553
77704,0,1,1.518
77704,40,1,0.684
77704,5,0,1.185
77704,5,0,0.509
77704,10,1,0.683
77704,40,0,1.234
77704,5,1,0.819
77704,0,0,0.503
77845,40,1,0.748
77845,5,1,0.958
77845,10,1,0.783
77845,10,0,1.183
77845,10,1,0.954
77845,10,0,0.655
77845,0,0,0.987
77845,10,1,0.761
77845,40,1,0.799
77845,40,1,0.991
77845,10,1,0.974
77845,40,0,0.735
77845,10,1,1.21
77845,5,0,0.782
77845,0,1,1.419
77845,5,1,1.951
77845,5,1,1.007
77845,0,1,1.087
77845,0,1,0.99
77845,40,1,0.896
77845,10,0,1.486
77845,0,1,1.227
77845,40,1,0.879
77845,40,1,1.038
77845,40,1,0.702
77845,5,0,0.51
77845,10,1,1.05
77845,5,0,0.974
77845,0,1,1.387
77845,5,1,1.102
77845,10,1,1.406
77845,5,1,1.231
77845,10,1,0.975
77845,0,0,0.751
77845,10,0,1.13
77845,5,1,0.699
77845,40,0,1.423
77845,5,1,0.908
77845,0,0,1.391
77845,0,0,0.634
77845,0,1,2.075
77845,5,1,0.975
77845,10,1,3.15
77845,0,1,0.974
77845,40,1,0.672
77845,40,1,0.862
77845,5,1,0.99
77845,5,0,1.358
77845,10,0,1.58
77845,0,1,0.537
77845,0,0,1.343
77845,40,1,0.922
77845,10,1,1.662
77845,10,0,1.31
77845,5,0,1.178
77845,5,1,1.147
77845,5,1,1.071
77845,40,1,1.566
77845,10,1,1.358
77845,0,1,1.519
77845,5,1,1.694
77845,5,0,1.374
77845,0,0,0.906
77845,10,0,1.243
77845,10,1,1.099
77845,0,1,2.174
77845,0,0,1.293
77845,10,1,1.035
77845,5,1,0.975
77845,0,0,1.967
77845,0,1,1.435
77845,10,1,0.682
77845,10,1,0.911
77845,40,1,0.673
77845,5,1,0.542
77845,40,0,1.086
77845,0,1,1.035
77845,5,0,2.046
77845,5,0,1.387
77845,5,0,0.874
77845,40,1,0.907
77845,10,1,1.855
77845,0,1,2.847
77845,40,1,1.422
77845,5,0,0.879
77845,40,0,1.21
77845,10,0,1.946
77845,10,1,1.866
77845,10,1,1.488
77845,40,1,1.903
77845,0,0,2.72
77845,10,1,2.026
77845,40,0,1.407
77845,0,1,1.018
77845,5,0,0.799
77845,5,0,1.547
77845,0,1,2.267
77845,0,1,1.215
77845,5,1,1.28
77845,5,1,1.358
77845,5,1,0.99
77845,5,1,1.246
77845,5,1,0.731
77845,0,1,0.878
77845,10,1,1.231
77845,5,1,0.895
77845,40,0,0.767
77845,40,1,0.682
77845,40,1,0.75
77845,5,1,0.75
77845,10,1,1.354
77845,40,1,0.622
77845,5,0,1.742
77845,10,0,1.563
77845,40,1,0.714
77845,40,0,1.695
77845,5,0,1.753
77845,10,1,0.603
77845,5,0,1.31
77845,0,0,0.714
77845,40,0,1.45
77845,10,1,1.163
77845,10,1,2.318
77845,0,1,1.743
77845,40,1,1.007
77845,40,1,1.999
77845,5,0,2.095
77845,10,1,0.891
77845,5,0,1.663
77845,0,0,1.18
77845,0,1,2.106
77845,10,1,2.719
77845,10,1,1.327
77845,0,1,2.43
77845,40,1,0.634
77845,40,1,0.479
77845,40,1,0.734
77845,0,1,1.07
77845,0,1,0.911
77845,40,1,0.719
77845,5,0,0.686
77845,40,1,0.634
77845,10,0,0.766
77845,5,1,0.938
77845,40,1,0.574
77845,5,1,0.766
77845,0,0,1.006
77845,10,0,0.906
77845,40,1,0.986
77845,10,1,1.535
77845,40,1,1.295
77845,0,0,2.144
77845,0,1,1.578
77845,5,0,0.991
77845,0,1,1.706
77845,5,1,0.815
77845,0,0,1.438
77845,10,1,1.195
77845,40,1,0.766
77845,10,0,0.829
77845,40,1,1.082
77845,40,1,1.374
77845,40,1,1.15
77845,5,1,0.735
77845,40,1,1.309
77845,0,1,0.685
77845,0,1,2.575
77845,5,0,1.679
77845,10,1,1.947
77845,5,1,1.615
77845,40,1,0.799
77845,0,1,0.667
77845,0,1,0.494
77845,0,0,1.119
77845,10,1,0.939
77845,40,1,0.623
77845,5,0,0.943
77845,5,1,1.178
77845,0,1,2.43
77845,5,1,0.927
77845,40,1,0.735
77845,0,1,1.551
77845,0,0,2.334
77845,40,1,6.003
77845,40,1,0.863
77845,40,1,0.673
77845,0,0,1.043
77845,5,1,0.714
77845,0,0,0.799
77845,0,0,1.226
77845,5,0,0.907
77845,10,1,1.53
77845,0,1,0.671
77845,10,1,0.846
77845,5,1,1.279
77845,0,1,0.973
77845,10,0,1.31
77845,40,1,0.683
77845,40,1,0.847
77845,10,1,0.895
77845,0,1,1.375
77845,10,1,1.31
77845,40,1,0.783
77845,10,1,1.038
77845,5,1,1.197
77845,40,0,1.118
77845,0,0,0.507
77845,5,1,0.634
77845,0,1,1.248
77845,0,1,0.687
77845,0,1,1.295
77845,5,1,0.67
77845,10,1,0.895
77845,0,1,0.686
77845,10,0,0.894
77845,0,0,0.971
77845,40,1,0.777
77845,0,1,1.295
77845,5,0,0.799
77845,5,1,0.938
77845,5,1,0.879
77845,0,0,0.926
77845,0,1,0.906
77845,5,1,0.766
77845,0,1,0.985
77845,10,1,0.891
77845,5,1,1.135
77845,5,0,0.99
77845,5,0,0.971
77845,40,1,1.003
77845,10,1,1.454
77845,0,1,0.895
77845,40,0,0.638
77845,0,1,1.067
77845,0,1,1.295
77845,0,1,1.231
77845,0,0,1.439
77845,0,0,1.29
77845,40,0,1.339
77845,0,0,3.291
77845,40,1,1.027
77845,5,1,0.775
77845,40,1,1.15
77845,10,1,1.231
77845,5,1,0.715
77845,5,0,1.023
77845,40,1,0.713
77845,40,1,0.941
77845,10,1,0.734
77845,40,1,0.846
77845,10,1,0.671
77845,0,0,0.719
77845,40,1,0.667
77845,5,1,1.167
77845,5,0,0.767
77845,40,1,1.019
77845,0,1,0.992
77845,5,1,0.734
77845,5,1,2.27
77845,40,1,0.781
77845,40,1,0.766
77845,40,1,1.054
77845,10,1,0.767
77845,0,1,1.101
77845,5,1,0.702
77845,0,0,0.99
77845,10,1,1.628
77845,10,0,1.198
77845,0,0,0.938
77845,5,1,1.066
77845,40,1,0.814
77845,10,1,1.503
77845,5,1,0.782
77845,10,1,0.879
77845,0,1,1.294
77845,40,1,0.703
77845,0,0,1.055
77845,5,1,0.666
77845,40,1,0.878
77845,5,1,1.486
77845,5,0,1.134
77845,10,1,2.203
77845,0,0,1.055
77845,5,0,0.41
77845,5,1,0.699
77845,0,1,0.606
77845,0,0,0.526
77845,5,1,0.458
77845,40,1,0.733
77845,5,1,0.494
77845,10,0,0.655
77845,0,1,1.083
77845,40,1,0.718
77845,40,1,1.151
77845,40,1,0.655
77845,5,0,1.31
77845,0,0,0.922
77845,5,1,1.098
77845,5,1,1.038
77845,40,0,1.453
77845,10,1,0.537
77845,10,0,1.438
77845,10,1,1.003
77845,40,0,1.07
77845,5,1,1.321
77845,10,1,0.782
77845,40,1,0.616
77845,5,1,0.926
77845,5,0,0.91
77845,10,0,0.73
77845,40,1,0.666
77845,40,0,1.31
77845,10,0,0.94
77845,5,1,1.177
77845,0,1,0.574
77845,0,1,0.782
77845,10,0,0.606
77845,0,1,1.307
77845,0,1,0.319
77845,40,1,1.118
77845,10,0,1.277
77845,40,1,0.778
77845,5,0,1.118
77845,0,0,1.482
77845,5,0,1.978
77845,10,1,0.779
77845,5,0,0.558
77845,0,1,0.603
77845,40,1,0.606
77845,5,0,0.67
77845,10,1,0.619
77845,5,0,0.686
77845,40,1,0.587
77845,10,1,0.608
77845,0,0,0.574
77845,40,1,0.698
77845,40,1,0.638
77845,10,0,0.59
77845,10,0,0.603
77845,5,0,1.194
77845,0,0,0.778
77845,40,1,0.923
77845,5,1,0.958
77845,40,1,0.703
77845,0,0,0.767
77845,0,0,1.802
77845,5,1,0.953
77845,10,0,0.959
77845,0,0,1.419
77845,40,1,0.907
77845,40,1,1.806
77845,10,1,0.863
77845,5,0,1.055
77845,0,0,1.21
77845,0,0,0.812
77845,10,0,0.859
77845,40,1,0.682
77845,5,0,0.894
77845,40,1,0.826
77845,5,0,0.718
77845,40,1,0.842
77845,10,1,0.798
77845,10,1,0.766
77845,40,1,0.975
77845,0,1,0.799
77845,5,0,1.455
77845,10,1,0.827
77845,5,0,0.687
77845,0,0,0.65
77845,5,1,1.274
77845,0,0,0.879
77845,0,0,0.666
77845,0,0,0.859
77845,40,1,0.97
77845,5,1,1.118
77845,5,1,1.646
77845,10,0,1.326
77845,5,1,1.411
77845,10,1,1.374
77845,0,1,1.405
77845,5,1,1.518
77845,10,0,1.263
77845,5,1,0.475
77845,10,1,1.535
77845,0,0,2.079
77845,10,1,0.794
77845,10,1,1.535
77845,40,1,0.798
77845,0,1,1.694
77845,40,1,0.895
77845,5,1,1.503
77845,10,1,1.135
77845,10,1,0.735
77845,5,0,0.975
77845,0,0,0.681
77845,40,1,0.554
77845,5,0,0.622
77845,40,1,1.114
77845,0,1,1.166
77845,40,1,0.686
77845,10,1,1.007
77845,0,0,1.822
