subject,Coherence (%),Correct (1) / Incorrect (0),RT (s)
77845,10,1,1.149
77845,5,1,0.558
77845,5,1,0.527
77845,40,1,0.558
77845,10,1,0.703
77845,0,0,0.686
77845,10,1,0.682
77845,10,0,1.166
77845,40,1,0.73
77845,0,1,1.071
77845,40,1,1.178
77845,40,1,0.638
77845,10,0,1.662
77845,40,1,1.113
77845,40,1,0.815
77845,0,1,0.717
77845,10,1,1.006
77845,0,1,1.181
77845,10,0,1.021
77845,40,1,0.698
77845,10,1,0.701
77845,0,1,1.214
77845,10,1,1.197
77845,10,1,1.775
77845,40,1,0.573
77845,5,0,1.054
77845,0,0,1.21
77845,0,1,1.242
77845,0,1,1.581
77845,40,1,0.622
77845,40,1,1.791
77845,0,1,1.102
77845,40,1,0.718
77845,40,0,1.262
77845,5,0,0.938
77845,0,0,0.826
77845,5,0,2.65
77845,5,1,2.105
77845,5,0,1.996
77845,40,1,0.618
77845,0,1,1.246
77845,0,1,0.654
77845,40,1,0.894
77845,5,0,1.357
77845,0,0,0.569
77845,10,0,0.601
77845,10,0,1.163
77845,0,1,0.731
77845,10,1,0.701
77845,10,1,0.83
77845,0,1,0.526
77845,5,1,1.214
77845,10,0,0.703
77845,5,1,1.675
77845,5,1,1.085
77845,10,0,1.133
77845,40,1,1.352
77845,40,1,1.694
77845,40,0,0.801
77845,0,1,0.938
77845,40,0,1.372
77845,5,1,1.769
77845,40,1,1.326
77845,40,1,1.086
77845,0,0,1.102
77845,0,1,1.626
77845,0,0,1.391
77845,5,1,1.499
77845,5,1,1.15
77845,5,0,0.911
77845,0,1,1.481
77845,40,1,0.863
77845,5,0,1.774
77845,10,1,0.668
77845,0,1,0.495
77845,0,1,0.796
77845,40,1,0.606
77845,40,1,1.262
77845,10,0,1.407
77845,0,1,1.146
77845,40,1,0.766
77845,5,0,0.942
77845,40,1,0.841
77845,40,0,1.006
77845,5,1,1.081
77845,0,0,1.006
77845,0,1,1.402
77845,5,1,1.614
77845,5,1,1.309
77845,10,1,0.911
77845,5,0,0.813
77845,0,0,1.801
77845,40,1,0.826
77845,40,1,0.685
77845,5,1,0.974
77845,5,0,0.542
77845,5,0,1.05
77845,0,0,0.857
77845,10,1,0.793
77845,5,1,1.022
77845,40,0,0.912
77845,0,0,1.449
77845,5,1,1.353
77845,5,0,0.878
77845,0,1,0.841
77845,10,1,1.054
77845,0,0,0.927
77845,10,1,1.194
77845,0,0,1.086
77845,5,1,0.699
77845,40,1,0.605
77845,10,0,0.846
77845,0,1,0.329
77845,0,1,1.022
77845,5,0,0.51
77845,40,1,0.873
77845,0,0,0.542
77845,10,1,0.571
77845,40,1,0.494
77845,40,1,0.526
77845,0,0,0.702
77845,40,0,0.827
77845,5,1,0.522
77845,0,0,0.509
77845,40,1,0.635
77845,10,1,0.623
77845,0,0,0.895
77845,0,0,0.905
77845,40,0,0.89
77845,40,1,0.763
77845,0,0,1.167
77845,5,1,0.793
77845,40,1,0.798
77845,10,1,0.669
77845,5,1,0.621
77845,10,1,0.814
77845,0,0,0.638
77845,10,1,0.745
77845,40,1,0.974
77845,5,1,1.245
77845,10,1,1.15
77845,5,1,1.388
77845,10,0,0.909
77845,40,1,0.73
77845,5,1,1.262
77845,40,1,1.086
77845,40,1,1.006
77845,40,1,0.638
77845,10,1,0.99
77845,5,0,0.669
77845,0,0,0.937
77845,40,1,0.618
77845,5,1,1.133
77845,5,0,0.829
77845,40,1,0.858
77845,40,1,1.069
77845,5,0,0.619
77845,10,1,0.538
77845,0,0,0.974
77845,5,1,0.787
77845,0,0,1.181
77845,40,1,0.762
77845,10,1,0.574
77845,40,1,0.59
77845,10,1,0.589
77845,0,0,0.606
77845,10,0,0.649
77845,10,0,1.434
77845,10,1,1.242
77845,10,1,0.797
77845,40,1,1.021
77845,0,1,0.719
77845,0,1,0.798
77845,5,1,0.942
77845,40,1,0.941
77845,40,1,0.718
77845,10,0,0.878
77845,5,1,0.987
77845,0,1,1.101
77845,10,1,0.798
77845,40,1,0.622
77845,5,0,0.672
77845,10,1,0.887
77845,5,1,0.687
77845,5,1,1.038
77845,0,0,0.879
77845,5,1,0.746
77845,5,1,0.878
77845,0,0,0.813
77845,0,0,0.891
77845,0,0,0.761
77845,5,0,0.601
77845,40,1,1.37
77845,5,1,0.996
77845,40,1,0.892
77845,5,1,0.957
77845,10,1,0.735
77845,40,1,2.238
77845,40,1,0.715
77845,5,0,0.558
77845,40,1,0.602
77845,10,0,0.607
77845,40,1,0.712
77845,40,1,0.606
77845,10,0,0.877
77845,5,0,1.018
77845,40,1,0.616
77845,5,1,0.686
77845,5,0,1.15
77845,5,1,1.275
77845,5,1,0.605
77845,40,0,1.374
77845,40,1,0.809
77845,40,1,1.07
77845,10,1,1.342
77845,0,0,1.101
77845,10,1,0.714
77845,0,1,1.502
77845,10,1,1.534
77845,0,1,0.782
77845,10,1,0.782
77845,40,1,0.639
77845,0,1,1.243
77845,0,0,0.798
77845,40,1,0.73
77845,10,1,1.325
77845,5,0,0.974
77845,5,1,0.826
77845,5,1,0.91
77845,40,1,1.022
77845,40,1,1.246
77845,5,0,0.654
77845,5,1,0.761
77845,0,1,0.91
77845,5,1,1.198
77845,10,1,1.198
77845,40,1,0.75
77845,40,1,0.734
77845,5,0,1.722
77845,10,0,0.667
77845,0,1,1.194
77845,5,1,0.814
77845,10,0,1.229
77845,0,1,0.617
77845,0,1,0.893
77845,5,1,1.021
77845,40,1,0.862
77845,40,1,0.942
77845,40,1,0.622
77845,5,1,1.422
77845,40,1,1.454
77845,0,1,0.766
77845,0,1,0.942
77845,0,0,0.878
77845,5,1,1.258
77845,10,1,1.102
77845,40,1,1.23
77845,0,1,1.102
77845,5,0,1.054
77845,10,1,1.401
77845,10,0,0.718
77845,10,0,1.242
77845,0,1,0.842
77845,5,0,1.762
77845,0,1,1.798
77845,40,1,0.958
77845,40,1,0.877
77845,40,1,5.374
77845,40,1,0.734
77845,5,1,1.134
77845,0,1,1.348
77845,40,1,0.996
77845,0,0,0.983
77845,10,0,1.257
77845,5,1,0.713
77845,40,1,0.605
77845,10,1,0.83
77845,5,1,0.797
77845,5,1,0.652
77845,5,0,0.863
77845,0,1,0.648
77845,0,0,1.63
77845,10,0,0.649
77845,5,1,0.891
77845,5,1,1.533
77845,0,1,1.454
77845,0,1,1.039
77845,5,0,0.844
77845,0,0,0.762
77845,40,1,0.746
77845,5,0,0.606
77845,5,0,1.642
77845,10,1,1.274
77845,40,1,0.766
77845,0,0,0.86
77845,10,0,1.162
77845,10,1,0.731
77845,10,1,1.087
77845,5,1,1.146
77845,5,0,1.181
77845,10,0,0.778
77845,5,1,0.763
77845,10,1,1.646
77845,40,1,1.006
77845,10,0,1.119
77845,10,1,0.922
77845,40,1,0.608
77845,5,1,0.956
77845,5,0,1.23
77845,5,1,0.65
77845,5,1,0.717
77845,10,1,0.926
77845,0,1,0.829
77845,40,1,1.006
77845,10,0,0.843
77845,10,1,0.882
77845,5,1,0.789
77845,10,0,0.828
77845,5,1,0.795
77845,5,0,0.973
77845,0,1,0.698
77845,40,1,1.07
77845,0,1,1.054
77845,5,0,1.838
77845,10,1,0.905
77845,0,1,0.99
77845,5,1,1.262
77845,40,1,0.733
77845,10,1,1.134
77845,10,0,1.454
77845,5,1,1.416
77845,10,0,0.927
77845,40,1,0.794
77845,40,1,0.716
77845,40,1,0.848
77845,40,1,0.828
77845,10,1,0.857
77845,5,1,0.766
77845,40,1,0.653
77845,40,1,0.685
77845,5,0,0.861
77845,10,1,0.65
77845,40,1,0.638
77845,5,1,0.557
77845,10,1,0.558
77845,40,1,0.638
77845,40,1,0.638
77845,5,0,0.75
77845,40,1,0.602
77845,0,0,0.717
77845,0,1,0.585
77845,10,1,0.542
77845,10,0,0.605
77845,5,1,0.601
77845,5,1,0.574
77845,0,1,0.606
77845,40,1,0.797
77845,0,1,0.782
77845,40,1,0.654
77845,10,0,0.81
77845,40,1,0.617
77845,40,1,0.814
77845,5,0,0.589
77845,10,1,1.194
77845,10,0,0.637
77845,5,0,1.437
77845,5,1,0.679
77845,10,0,0.782
77845,5,1,1.483
77845,0,0,1.214
77845,10,1,0.634
77845,10,1,0.67
77845,40,1,0.575
77845,10,1,0.509
77845,10,0,0.861
77845,10,1,1.354
77845,40,1,0.718
77845,0,1,1.069
77845,40,1,0.973
77845,5,0,0.973
77845,10,1,0.666
77845,40,1,0.67
77845,10,0,0.958
77845,5,0,0.825
77845,0,0,1.067
77845,40,1,0.698
77845,5,1,0.67
77845,0,1,0.67
77845,0,1,1.086
77845,5,0,0.734
77845,5,0,0.762
77845,0,1,0.681
77845,5,0,0.894
77845,10,0,0.826
77845,10,1,0.681
77845,0,1,1.069
77845,10,1,0.893
77845,10,1,0.893
77845,0,0,0.877
77845,0,0,0.697
77845,40,1,0.906
77845,40,0,0.619
77845,10,0,0.681
77845,10,1,0.681
77845,0,1,1.054
77845,5,1,0.718
77845,5,1,0.861
77845,0,0,0.638
77845,5,1,0.89
77845,5,1,0.573
77845,0,0,0.558
77845,40,1,0.858
77845,40,1,0.671
77845,40,1,0.525
77845,0,0,0.845
77845,5,0,0.825
77845,10,1,1.002
77845,5,0,0.527
77845,5,1,0.778
77845,10,1,0.605
77845,10,0,0.799
77845,5,1,0.346
77845,40,1,0.637
77845,0,1,0.814
77845,10,1,1.358
77845,5,1,1.053
77845,40,1,0.655
77845,5,0,0.942
77845,5,1,1.163
77845,40,1,0.623
77845,0,0,1.1
77845,5,0,0.713
77845,40,1,0.618
77845,40,1,1.807
77845,0,0,1.054
77845,10,1,0.875
77845,0,1,1.31
77845,10,0,0.576
77845,5,1,1.401
77845,10,0,0.91
77845,5,0,0.888
77845,5,1,0.731
77845,0,1,0.687
77845,0,1,0.638
77845,40,1,0.875
77845,40,0,1.214
77845,40,1,0.858
77845,10,1,0.749
77845,40,1,0.622
77845,0,1,0.695
77845,0,1,0.862
77845,10,1,0.767
77845,10,1,1.133
77845,40,1,0.942
77845,5,0,0.765
77845,0,1,0.953
77845,10,1,1.072
77845,5,1,1.02
77845,40,1,1.006
77845,0,0,1.134
77845,10,1,0.698
77845,5,0,0.878
77845,40,0,0.905
77845,5,1,1.13
77845,5,0,0.862
77845,40,1,0.808
77845,0,0,0.99
77845,0,0,0.619
77845,0,0,1.05
77845,5,0,1.546
77845,10,0,1.53
77845,40,1,0.794
77845,40,1,0.67
77845,40,1,0.91
77845,10,1,0.894
77845,0,1,1.022
77845,5,1,1.23
77845,0,1,1.085
77845,10,1,1.07
77845,5,1,0.973
77845,10,1,1.102
77845,10,1,1.135
77845,5,1,0.798
77845,0,0,0.99
77845,0,0,0.587
77845,40,1,0.538
77845,0,1,0.638
77845,40,1,0.526
77845,40,1,0.51
77845,0,0,0.636
77845,5,1,0.906
77845,10,1,0.894
77845,10,1,1.117
77845,40,1,0.781
77845,5,1,0.877
77845,40,1,0.925
77845,0,1,0.702
77845,0,0,1.181
77845,40,1,0.57
77845,40,1,0.686
77845,40,1,0.59
77845,10,1,0.62
77845,40,1,0.862
77845,0,0,0.99
77845,10,1,0.826
77845,10,1,2.141
77845,5,1,0.846
77845,40,1,0.541
77845,5,1,0.59
77845,0,1,0.59
77845,5,0,0.99
77845,10,1,0.842
77845,5,1,0.575
77845,40,1,0.75
77845,0,1,0.958
77845,5,1,1.006
77845,5,1,0.75
77845,10,0,0.686
77845,40,1,0.65
77845,5,1,1.07
77845,40,0,1.55
77845,0,0,0.73
77845,10,1,0.778
77845,10,1,0.814
77845,10,1,0.957
77845,10,1,0.894
77845,10,0,0.925
77845,40,0,1.386
77845,5,0,0.922
77845,5,1,0.699
77845,10,0,0.654
77845,0,0,0.619
77845,40,1,0.57
77845,10,1,0.59
77845,40,1,0.621
77845,5,1,0.702
77845,5,1,0.684
77845,5,1,0.687
77845,10,1,0.557
77845,40,1,0.542
77845,5,1,0.558
77845,0,1,0.638
77845,10,0,0.574
77845,5,1,0.729
77845,40,1,0.637
77845,40,1,0.703
77845,5,1,0.655
77845,10,0,0.606
77845,0,1,0.618
77845,40,1,0.639
77845,10,1,0.59
77845,5,1,0.622
77845,5,0,0.575
77845,40,1,0.602
77845,0,1,0.702
77845,5,1,0.605
77845,10,1,0.83
77845,10,0,0.782
77845,10,0,0.681
77845,0,0,0.746
77845,5,1,1.017
77845,40,1,1.134
77845,10,1,0.894
77845,10,0,0.573
77845,0,0,0.889
77845,0,0,0.889
77845,5,0,1.641
77845,5,0,1.368
77845,0,1,0.778
77845,10,1,0.733
77845,10,1,1.278
77845,5,0,0.926
77845,40,1,0.763
77845,10,1,0.67
77845,10,0,0.83
77845,40,1,0.635
77845,0,0,0.782
77845,0,1,1.001
77845,40,1,0.717
77845,0,1,0.654
77845,10,1,1.038
77845,0,0,1.069
77845,40,1,0.571
77845,40,1,0.638
77845,5,1,1.118
77845,5,0,1.454
77845,40,1,0.762
77845,5,1,0.75
77845,40,0,1.198
77845,5,0,1.339
77845,0,0,1.223
77845,40,1,1.499
77845,0,1,1.662
77845,10,0,0.942
77845,0,0,0.682
77845,0,0,0.764
77845,5,0,1.224
77845,5,0,1.69
77845,5,1,1.386
77845,0,0,1.15
77845,0,0,0.729
77845,40,1,0.971
77845,40,1,0.669
77845,40,1,1.15
77845,10,0,1.278
77845,5,1,0.762
77845,10,1,0.638
77845,5,0,0.91
77845,10,0,0.266
77845,10,1,1.098
77845,10,1,0.698
77845,5,1,1.038
77845,5,1,0.814
77845,0,1,0.683
77845,0,0,0.766
77845,40,1,0.874
77845,40,1,0.606
77845,10,1,0.622
77845,40,1,0.686
77845,0,0,0.733
77845,0,1,0.842
77845,0,1,1.422
77845,0,1,1.166
77845,0,0,0.958
77845,0,0,0.842
77845,0,1,1.561
77845,40,1,1.118
77845,10,1,1.565
77845,10,1,1.15
77845,0,0,1.134
77845,5,0,0.97
77845,10,1,0.634
77845,10,1,0.829
77845,5,1,1.261
77845,0,1,0.877
77845,40,0,1.009
77845,10,1,1.031
77845,0,0,1.326
77845,5,1,2.01
77845,40,1,0.878
77845,0,0,1.118
77845,10,1,0.73
77845,0,1,1.359
77845,0,1,1.309
77845,0,1,0.814
77845,0,1,1.134
77845,0,1,1.07
77845,5,1,0.925
77845,5,0,1.437
77845,10,0,0.874
77845,5,1,1.113
77845,10,1,0.586
77845,0,0,0.607
77845,5,1,0.585
77845,5,1,0.591
77845,0,0,0.797
77845,0,1,0.539
77845,0,0,0.621
77845,40,1,0.539
77845,0,1,0.765
77845,5,0,0.735
77845,5,0,0.586
77845,0,0,0.858
77845,40,0,0.668
77845,40,1,0.631
77845,10,0,0.669
77845,0,1,1.115
77845,5,1,1.453
77845,40,1,0.622
77845,10,0,0.83
77845,5,0,0.554
77845,10,0,1.179
77845,40,1,0.842
77845,10,0,0.623
77845,40,1,1.049
77845,5,1,0.797
77845,5,0,0.655
77845,0,0,0.794
77845,5,1,0.634
77845,5,1,0.83
77845,40,1,0.798
77845,5,1,1.001
77845,5,1,1.103
77845,0,1,1.245
77845,40,1,1.273
77845,40,1,0.638
77845,40,1,0.766
77845,0,1,0.99
77845,0,0,0.862
77845,5,0,0.857
77845,0,1,1.754
77845,10,0,1.182
77845,5,0,1.401
77845,5,0,0.955
77845,0,0,0.954
77845,10,0,0.714
77845,5,0,1.61
77845,40,1,1.227
77845,40,1,0.701
77845,5,1,0.942
77845,10,1,0.719
77845,5,1,0.765
77845,5,1,1.149
77845,10,0,0.957
77845,40,1,0.858
77845,10,1,1.31
77845,40,1,0.894
77845,0,1,1.198
77845,10,1,1.15
77845,0,0,0.829
77845,10,1,0.698
77845,0,0,0.749
77845,0,0,1.034
77845,10,0,0.731
77845,0,0,0.985
77845,40,0,1.85
77845,40,1,0.682
77845,5,1,0.942
77845,10,1,1.247
77845,5,1,1.677
77845,5,1,1.357
77845,40,1,1.194
77845,40,1,0.861
77845,10,1,0.941
77845,0,0,1.117
77845,40,1,0.698
77845,40,1,0.702
77845,40,1,0.75
77845,10,1,1.118
77845,5,1,1.086
77845,0,1,0.814
77845,0,0,0.862
79861,10,1,2.771
79861,0,0,2.812
79861,0,1,2.735
79861,0,0,2.959
79861,40,1,0.751
79861,5,1,1.447
79861,40,1,0.636
79861,40,1,0.502
79861,40,1,0.63
79861,0,1,1.714
79861,5,1,1.45
79861,0,0,1.817
79861,10,1,1.444
79861,10,1,0.91
79861,10,1,0.908
79861,10,1,0.854
79861,10,1,0.565
79861,5,1,1.037
79861,10,1,0.819
79861,40,1,0.581
79861,0,1,0.862
79861,40,1,0.611
79861,5,1,0.694
79861,40,1,0.515
79861,5,1,0.748
79861,10,1,1.078
79861,5,1,0.917
79861,5,0,0.932
79861,40,1,0.699
79861,40,1,0.609
79861,10,1,0.548
79861,5,1,0.874
79861,0,1,0.947
79861,0,0,0.649
79861,10,0,1.309
79861,0,0,1.495
79861,5,1,1.362
79861,0,0,0.787
79861,40,1,0.696
79861,0,0,0.913
79861,10,1,2.944
79861,5,1,2.063
79861,5,1,1.525
79861,40,1,0.901
79861,10,1,0.73
79861,10,1,0.647
79861,0,1,5.917
79861,5,1,1.425
79861,0,1,0.927
79861,10,1,1.393
79861,0,0,0.966
79861,10,1,0.844
79861,5,1,1.156
79861,40,1,0.569
79861,10,1,0.545
79861,40,1,0.525
79861,5,1,0.984
79861,10,1,1.011
79861,0,1,0.8
79861,5,1,0.913
79861,0,1,0.732
79861,40,1,0.594
79861,5,1,1.781
79861,10,1,0.927
79861,10,1,0.733
79861,40,1,0.746
79861,10,1,0.8
79861,5,1,1.256
79861,5,1,0.891
79861,0,0,0.741
79861,0,1,1.041
79861,0,1,0.802
79861,0,1,1.989
79861,10,0,0.997
79861,10,1,0.93
79861,5,1,0.837
79861,40,1,0.62
79861,40,1,0.481
79861,10,1,0.474
79861,10,1,0.698
79861,5,1,0.854
79861,0,0,0.658
79861,5,1,0.723
79861,10,1,0.803
79861,40,1,0.554
79861,40,1,0.421
79861,0,0,0.829
79861,10,1,0.609
79861,5,1,0.663
79861,5,1,0.566
79861,10,0,0.45
79861,10,1,0.564
79861,0,0,0.655
79861,0,1,1.533
79861,5,0,2.082
79861,0,1,0.815
79861,5,1,0.591
79861,10,1,0.662
79861,40,1,0.476
79861,5,1,1.685
79861,5,1,0.934
79861,5,1,0.887
79861,10,1,1.82
79861,0,1,0.89
79861,5,1,0.813
79861,40,1,0.536
79861,5,0,0.855
79861,10,1,0.578
79861,10,1,0.728
79861,10,1,0.856
79861,10,1,0.644
79861,40,1,0.46
79861,10,0,0.808
79861,5,1,0.483
79861,40,1,0.562
79861,0,0,0.464
79861,0,1,0.41
79861,40,1,0.582
79861,0,1,0.848
79861,5,0,1.262
79861,5,1,0.678
79861,10,0,0.561
79861,0,1,1.866
79861,40,1,0.594
79861,10,1,0.554
79861,10,1,0.523
79861,0,1,0.756
79861,10,1,0.736
79861,10,1,0.644
79861,5,1,0.572
79861,5,1,0.476
79861,10,1,0.64
79861,5,1,0.775
79861,40,1,0.439
79861,0,1,0.962
79861,40,1,0.432
79861,5,1,1.038
79861,10,1,1.778
79861,40,1,0.558
79861,0,1,1.251
79861,40,1,0.501
79861,0,0,2.21
79861,10,1,1.024
79861,5,1,0.894
79861,0,1,0.863
79861,40,1,0.596
79861,0,1,0.735
79861,5,0,0.93
79861,10,1,0.791
79861,0,1,1.463
79861,40,1,0.818
79861,0,0,0.655
79861,5,0,2.015
79861,40,1,0.677
79861,0,0,1.578
79861,40,1,0.556
79861,40,1,0.528
79861,40,1,0.547
79861,5,0,1.041
79861,10,0,1.204
79861,0,0,0.829
79861,10,0,0.911
79861,10,1,0.833
79861,40,1,0.693
79861,10,1,1.547
79861,40,1,0.692
79861,5,1,1.091
79861,40,1,0.508
79861,5,1,0.997
79861,40,1,0.55
79861,40,1,0.536
79861,10,1,0.612
79861,5,1,0.63
79861,0,0,0.742
79861,0,1,0.669
79861,10,1,0.636
79861,40,1,0.581
79861,5,1,0.563
79861,40,1,0.471
79861,0,0,0.767
79861,10,1,0.539
79861,10,1,0.863
79861,40,1,0.621
79861,10,1,0.638
79861,0,0,0.61
79861,5,0,0.592
79861,40,1,0.535
79861,0,0,1.955
79861,5,1,1.952
79861,10,0,0.562
79861,5,0,0.833
79861,5,0,3.291
79861,5,0,0.683
79861,10,0,2.29
79861,10,0,0.555
79861,10,0,1.875
79861,0,0,1.186
79861,0,0,0.672
79861,10,1,0.92
79861,10,0,2.465
79861,0,1,3.579
79861,0,1,0.737
79861,5,1,0.646
79861,40,1,0.83
79861,40,1,0.508
79861,10,1,0.729
79861,10,1,0.603
79861,40,1,0.426
79861,40,1,0.551
79861,5,0,1.854
79861,5,1,0.383
79861,40,0,0.392
79861,40,1,0.639
79861,0,1,0.752
79861,40,1,0.543
79861,0,1,0.778
79861,0,0,0.791
79861,5,1,1.191
79861,5,1,0.863
79861,5,1,0.694
79861,10,1,0.925
79861,10,1,0.721
79861,40,1,0.659
79861,10,1,0.458
79861,5,1,0.578
79861,0,1,1.065
79861,40,1,0.616
79861,10,1,0.718
79861,0,1,2.418
79861,0,0,1.079
79861,10,1,0.934
79861,0,0,1.096
79861,40,1,0.505
79861,10,1,0.679
79861,0,0,0.653
79861,0,0,0.41
79861,5,0,0.819
79861,40,1,0.504
79861,10,1,0.587
79861,0,0,2.188
79861,10,1,0.492
79861,5,1,0.785
79861,0,1,1.505
79861,40,1,0.566
79861,5,1,0.887
79861,5,1,1.108
79861,10,1,2.026
79861,10,1,0.602
79861,40,1,0.724
79861,5,1,0.571
79861,40,1,0.554
79861,40,0,0.472
79861,10,1,0.912
79861,10,1,0.466
79861,40,1,0.541
79861,0,0,0.663
79861,40,1,0.42
79861,0,1,0.516
79861,0,1,0.606
79861,0,1,0.794
79861,0,1,0.576
79861,40,1,0.695
79861,5,0,1.645
79861,10,1,0.899
79861,0,1,0.781
79861,5,1,0.735
79861,10,0,0.534
79861,0,1,0.981
79861,10,0,0.564
79861,40,1,0.454
79861,0,0,0.735
79861,5,1,0.761
79861,40,1,0.722
79861,0,1,0.893
79861,5,1,0.554
79861,0,1,0.857
79861,5,0,0.747
79861,10,1,0.437
79861,40,1,0.56
79861,10,1,0.659
79861,0,0,0.425
79861,0,0,0.664
79861,5,1,1.337
79861,10,1,0.746
79861,10,1,1.019
79861,10,1,0.791
79861,5,1,0.583
79861,0,0,0.492
79861,0,0,0.543
79861,40,1,0.491
79861,40,1,0.621
79861,5,1,1.099
79861,0,0,0.845
79861,5,0,1.054
79861,40,1,0.425
79861,5,1,0.631
79861,5,1,0.83
79861,0,1,0.731
79861,5,1,0.698
79861,10,1,0.698
79861,0,0,1.299
79861,10,1,2.876
79861,40,1,0.801
79861,10,1,0.834
79861,5,0,0.899
79861,10,1,0.673
79861,5,1,0.81
79861,0,0,1.588
79861,0,1,0.53
79861,0,0,0.755
79861,40,1,0.566
79861,5,0,0.767
79861,5,1,0.744
79861,40,1,0.549
79861,10,1,0.542
79861,0,1,1.726
79861,10,1,0.663
79861,5,1,0.774
79861,10,1,0.8
79861,0,0,0.948
79861,0,0,0.378
79861,0,1,0.52
79861,10,0,0.359
79861,40,1,0.471
79861,10,1,0.832
79861,10,1,0.557
79861,0,0,0.576
79861,10,1,0.633
79861,0,0,0.541
79861,0,0,1.001
79861,10,1,0.751
79861,0,1,0.764
79861,10,1,0.903
79861,10,1,0.866
79861,5,1,0.69
79861,0,0,1.066
79861,5,0,1.011
79861,5,0,1.388
79861,0,0,0.717
79861,5,0,0.617
79861,40,1,0.511
79861,10,1,0.533
79861,0,1,1.417
79861,0,0,0.647
79861,10,1,0.714
79861,10,1,0.984
79861,40,1,0.622
79861,0,0,0.753
79861,5,1,0.655
79861,10,1,0.608
79861,5,1,0.765
79861,10,1,0.624
79861,40,1,0.431
79861,40,1,0.503
79861,0,1,1.78
79861,0,1,0.714
79861,0,1,0.585
79861,40,1,0.574
79861,40,1,0.45
79861,10,1,0.464
79861,40,1,0.495
79861,40,1,0.489
79861,40,1,0.476
79861,10,1,0.762
79861,10,1,0.88
79861,10,1,0.479
79861,0,1,1.201
79861,10,1,0.532
79861,5,0,0.547
79861,40,1,0.497
79861,40,1,0.395
79861,0,1,0.558
79861,0,0,0.576
79861,5,0,0.455
79861,40,1,0.403
79861,10,0,0.695
79861,40,1,0.605
79861,40,1,0.527
79861,0,1,0.956
79861,5,1,1.745
79861,0,1,1.019
79861,10,1,0.79
79861,40,1,0.455
79861,40,1,0.443
79861,10,1,0.635
79861,10,1,0.532
79861,5,0,0.847
79861,0,0,0.752
79861,0,0,0.748
79861,40,1,0.451
79861,5,1,0.583
79861,40,1,0.489
79861,10,1,0.83
79861,40,1,0.509
79861,0,1,1.406
79861,5,1,0.494
79861,5,1,0.47
79861,0,0,0.527
79861,0,1,0.483
79861,5,1,1.25
79861,0,1,1.222
79861,40,1,0.657
79861,10,1,1.687
79861,10,1,1.111
79861,40,1,0.517
79861,0,1,0.523
79861,10,1,0.788
79861,10,1,0.563
79861,5,0,0.444
79861,0,1,0.441
79861,0,0,0.511
79861,5,0,0.624
79861,10,1,0.621
79861,40,1,0.54
79861,0,0,1.42
79861,40,1,0.443
79861,5,1,0.68
79861,5,0,1.159
79861,0,1,0.932
79861,10,1,0.748
79861,40,1,0.559
79861,5,0,1.213
79861,10,1,1.334
79861,10,1,0.924
79861,5,1,0.523
79861,10,1,0.579
79861,5,0,1.006
79861,5,0,0.812
79861,10,1,0.611
79861,40,1,0.587
79861,10,1,0.902
79861,10,1,0.852
79861,0,1,0.667
79861,40,1,0.565
79861,0,1,1.263
79861,40,1,0.607
79861,40,1,0.553
79861,0,1,0.837
79861,10,1,0.576
79861,0,1,1.199
79861,0,0,0.77
79861,40,1,0.519
79861,0,0,0.915
79861,0,1,0.571
79861,40,1,0.629
79861,10,1,0.662
79861,0,0,0.892
79861,5,1,0.58
79861,0,1,0.67
79861,40,1,0.48
79861,40,1,0.548
79861,10,1,0.556
79861,0,0,0.527
79861,5,1,0.482
79861,40,1,0.524
79861,0,1,1.017
79861,40,1,0.627
79861,0,1,0.828
79861,5,0,0.498
79861,5,0,0.371
79861,5,1,0.655
79861,0,0,0.84
79861,40,1,0.518
79861,10,1,0.841
79861,0,0,0.725
79861,10,1,0.574
79861,5,0,1.102
79861,5,0,0.785
79861,40,1,0.481
79861,40,1,0.485
79861,5,1,1.144
79861,5,0,2.094
79861,40,1,0.635
79861,0,1,0.788
79861,10,1,0.858
79861,0,0,0.641
79861,5,1,0.607
79861,0,1,0.851
79861,0,0,0.602
79861,0,0,1.184
79861,0,1,1.033
79861,5,1,0.846
79861,40,1,0.531
79861,0,0,1.574
79861,10,0,1.013
79861,40,1,0.524
79861,0,1,0.674
79861,0,1,0.811
79861,10,1,0.92
79861,10,1,0.658
79861,0,1,0.46
79861,40,1,0.603
79861,10,1,0.644
79861,5,1,0.678
79861,5,1,1.005
79861,0,0,0.992
79861,40,1,0.542
79861,40,1,0.508
79861,10,0,0.933
79861,40,0,0.556
79861,10,1,0.836
79861,0,1,1.187
79861,0,0,0.908
79861,40,1,0.517
79861,40,1,0.516
79861,40,1,0.501
79861,0,0,1.039
79861,10,1,1.206
79861,0,1,0.83
79861,10,1,1.513
79861,5,0,1.53
79861,10,1,0.953
79861,10,1,0.59
79861,5,1,0.621
79861,10,1,0.867
79861,10,1,1.102
79861,5,1,0.852
79861,10,1,0.918
79861,5,1,0.793
79861,0,1,3.066
79861,5,1,0.52
79861,5,1,0.802
79861,0,0,0.591
79861,0,0,0.527
79861,40,1,0.786
79861,5,1,0.547
79861,0,0,0.598
79861,0,0,0.653
79861,10,1,0.88
79861,0,1,0.617
79861,40,1,0.497
79861,40,1,0.483
79861,5,1,0.609
79861,10,1,0.47
79861,0,0,0.512
79861,10,1,0.725
79861,5,1,0.611
